Symbol,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
V,2022-04-28 00:00:00-04:00,218.67289015592058,223.16739084967693,217.55175538380502,218.9308624267578,10799100,0.0,0.0
V,2022-04-29 00:00:00-04:00,216.90685445098984,219.4666389819148,210.68599805737028,211.4598846435547,7965000,0.0,0.0
V,2022-05-02 00:00:00-04:00,210.11053076639286,210.4776265253995,205.3382253424343,209.87240600585938,8803700,0.0,0.0
V,2022-05-03 00:00:00-04:00,211.93612015704113,211.93612015704113,204.6536411468143,206.92568969726562,6616900,0.0,0.0
V,2022-05-04 00:00:00-04:00,207.70950406842442,213.11679391934553,203.72100122895978,212.8389892578125,7191100,0.0,0.0
V,2022-05-05 00:00:00-04:00,210.6066087347328,212.89850463245224,201.4787050335948,203.63169860839844,7749600,0.0,0.0
V,2022-05-06 00:00:00-04:00,202.1533721719481,204.10793604899342,198.65103520508808,201.2306671142578,8825300,0.0,0.0
V,2022-05-09 00:00:00-04:00,198.4823675519338,199.17687917126275,190.57482100084636,191.48760986328125,10314100,0.0,0.0
V,2022-05-10 00:00:00-04:00,195.16855752797179,196.2004012703624,189.47353158080176,192.06307983398438,11016500,0.0,0.0
V,2022-05-11 00:00:00-04:00,191.9737669068144,196.7659195728452,189.90013319084605,195.17845153808594,9427300,0.0,0.0
V,2022-05-12 00:00:00-04:00,193.37425166205662,194.89516036943837,188.82146066710132,192.8175811767578,9308600,0.375,0.0
V,2022-05-13 00:00:00-04:00,195.82957886032324,199.3485402531748,195.33254947235287,198.04632568359375,6684500,0.0,0.0
V,2022-05-16 00:00:00-04:00,196.14767130748098,198.752100265508,194.71622434278055,196.63475036621094,5161300,0.0,0.0
V,2022-05-17 00:00:00-04:00,201.6448328366147,203.58324445519534,198.9608619528978,202.78799438476562,7265600,0.0,0.0
V,2022-05-18 00:00:00-04:00,201.61499151186416,204.23930585618052,197.94691250566623,198.8018035888672,8748200,0.0,0.0
V,2022-05-19 00:00:00-04:00,195.1834282433291,199.22923919092293,192.1614813564314,196.19735717773438,9012400,0.0,0.0
V,2022-05-20 00:00:00-04:00,198.483700629219,200.46188292088942,192.8672749899607,197.84750366210938,6966600,0.0,0.0
V,2022-05-23 00:00:00-04:00,199.68653772107012,206.7244758848356,199.57719064572967,206.32684326171875,12187400,0.0,0.0
V,2022-05-24 00:00:00-04:00,202.69852620661166,203.45400540672014,197.84751458451257,201.42613220214844,7458500,0.0,0.0
V,2022-05-25 00:00:00-04:00,199.39823073791626,203.7323272711047,199.2789485478709,202.62892150878906,5457200,0.0,0.0
V,2022-05-26 00:00:00-04:00,203.89137927030708,208.49387587591264,203.4539910181806,207.31094360351562,9212300,0.0,0.0
V,2022-05-27 00:00:00-04:00,208.75234028303015,211.96314584125858,208.39447852153393,211.615234375,4897200,0.0,0.0
V,2022-05-31 00:00:00-04:00,209.13008063281725,213.07649500741763,207.86762179766455,210.90943908691406,9586400,0.0,0.0
V,2022-06-01 00:00:00-04:00,210.79016946585958,212.83792814648191,207.57936382104296,208.68275451660156,5246100,0.0,0.0
V,2022-06-02 00:00:00-04:00,210.63110955264796,213.97114758509179,209.82592438584922,213.7723388671875,5337200,0.0,0.0
V,2022-06-03 00:00:00-04:00,211.68480207148443,212.9373257703192,210.01479069721458,211.38658142089844,4352500,0.0,0.0
V,2022-06-06 00:00:00-04:00,214.16994764295114,216.2872975649415,210.82990974556304,211.67486572265625,3965100,0.0,0.0
V,2022-06-07 00:00:00-04:00,209.86567777818144,213.69281002075252,209.46806034670018,213.22560119628906,4493300,0.0,0.0
